120001 1
0 -108.311 -3.82257 RING
1 -108.311 -3.82257 RING
2 -108.311 -3.82257 RING
3 -108.311 -3.82257 RING
4 -108.311 -3.82257 RING
5 -108.311 -3.82257 RING
6 -108.311 -3.82257 RING
7 -108.311 -3.82257 RING
8 -108.311 -3.82257 RING
9 -108.311 -3.82257 RING
10 -108.311 -3.82257 RING
11 -108.311 -3.82257 RING
12 -108.311 -3.82257 RING
13 -108.311 -3.82257 RING
14 -108.311 -3.82257 RING
15 -108.311 -3.82257 RING
16 -108.311 -3.82257 RING
17 -108.311 -3.82257 RING
18 -108.311 -3.82257 RING
19 -108.311 -3.82257 RING
20 -108.311 -3.82257 RING
21 -108.311 -3.82257 RING
22 -108.311 -3.82257 RING
23 -108.311 -3.82257 RING
24 -108.311 -3.82257 RING
25 -108.311 -3.82257 RING
26 -108.311 -3.82257 RING
27 -108.311 -3.82257 RING
28 -108.311 -3.82257 RING
29 -108.311 -3.82257 RING
30 -108.311 -3.82257 RING
31 -108.311 -3.82257 RING
32 -108.312 -3.82257 RING
33 -108.312 -3.82257 RING
34 -108.313 -3.82257 RING
35 -108.313 -3.82257 RING
36 -108.313 -3.82257 RING
37 -108.313 -3.82257 RING
38 -108.313 -3.82257 RING
39 -108.313 -3.82257 RING
40 -108.313 -3.82257 RING
41 -108.312 -3.82257 RING
42 -108.312 -3.82257 RING
43 -108.312 -3.82257 RING
44 -108.312 -3.82257 RING
45 -108.312 -3.82257 RING
46 -108.312 -3.82257 RING
47 -108.312 -3.82257 RING
48 -108.312 -3.82257 RING
49 -108.312 -3.82257 RING
50 -108.312 -3.82257 RING
51 -108.312 -3.82257 RING
52 -108.312 -3.82257 RING
53 -108.312 -3.82257 RING
54 -108.312 -3.82257 RING
55 -108.312 -3.82257 RING
56 -108.312 -3.82257 RING
57 -108.312 -3.82257 RING
58 -108.312 -3.82257 RING
59 -108.312 -3.82257 RING
60 -108.312 -3.82257 RING
61 -108.312 -3.82257 RING
62 -108.312 -3.82257 RING
63 -108.312 -3.82257 RING
64 -108.312 -3.82257 RING
65 -108.312 -3.82257 RING
66 -108.312 -3.82257 RING
67 -108.311 -3.82257 RING
68 -108.311 -3.82257 RING
69 -108.311 -3.82257 RING
70 -108.311 -3.82257 RING
71 -108.311 -3.82257 RING
72 -108.311 -3.82257 RING
73 -108.311 -3.82257 RING
74 -108.311 -3.82257 RING
75 -108.311 -3.82257 RING
76 -108.311 -3.82257 RING
77 -108.311 -3.82257 RING
78 -108.311 -3.82257 RING
79 -108.311 -3.82257 RING
80 -108.311 -3.82257 RING
81 -108.311 -3.82257 RING
82 -108.311 -3.82257 RING
83 -108.311 -3.82257 RING
84 -108.311 -3.82257 RING
85 -108.311 -3.82257 RING
86 -108.311 -3.82257 RING
87 -108.311 -3.82257 RING
88 -108.312 -3.82257 RING
89 -108.312 -3.82257 RING
90 -108.312 -3.82257 RING
91 -108.312 -3.82257 RING
92 -108.313 -3.82257 RING
93 -108.313 -3.82257 RING
94 -108.313 -3.82257 RING
95 -108.313 -3.82257 RING
96 -108.313 -3.82257 RING
97 -108.313 -3.82257 RING
98 -108.313 -3.82257 RING
99 -108.313 -3.82257 RING
100 -108.313 -3.82257 RING
101 -108.313 -3.82257 RING
102 -108.313 -3.82257 RING
103 -108.313 -3.82257 RING
104 -108.313 -3.82257 RING
105 -108.313 -3.82257 RING
106 -108.313 -3.82257 RING
107 -108.313 -3.82257 RING
108 -108.313 -3.82257 RING
109 -108.313 -3.82257 RING
110 -108.313 -3.82257 RING
111 -108.313 -3.82257 RING
112 -108.313 -3.82257 RING
113 -108.313 -3.82257 RING
114 -108.312 -3.82257 RING
115 -108.312 -3.82257 RING
116 -108.312 -3.82257 RING
117 -108.312 -3.82257 RING
118 -108.312 -3.82257 RING
119 -108.312 -3.82257 RING
120 -108.312 -3.82257 RING
121 -108.312 -3.82257 RING
122 -108.312 -3.82257 RING
123 -108.312 -3.82257 RING
124 -108.312 -3.82257 RING
125 -108.312 -3.82257 RING
126 -108.312 -3.82257 RING
127 -108.312 -3.82257 RING
128 -108.312 -3.82257 RING
129 -108.312 -3.82257 RING
130 -108.312 -3.82257 RING
131 -108.312 -3.82257 RING
132 -108.312 -3.82257 RING
133 -108.312 -3.82257 RING
134 -108.312 -3.82257 RING
135 -108.312 -3.82257 RING
136 -108.312 -3.82257 RING
137 -108.311 -3.82257 RING
138 -108.311 -3.82257 RING
139 -108.311 -3.82257 RING
140 -108.311 -3.82257 RING
141 -108.311 -3.82257 RING
142 -108.312 -3.82257 RING
143 -108.313 -3.82257 RING
144 -108.313 -3.82257 RING
145 -108.313 -3.82257 RING
146 -108.313 -3.82257 RING
147 -108.313 -3.82257 RING
148 -108.313 -3.82257 RING
149 -108.313 -3.82257 RING
150 -108.313 -3.82257 RING
151 -108.313 -3.82257 RING
152 -108.313 -3.82257 RING
153 -108.313 -3.82257 RING
154 -108.313 -3.82257 RING
155 -108.313 -3.82257 RING
156 -108.313 -3.82257 RING
157 -108.313 -3.82257 RING
158 -108.313 -3.82257 RING
159 -108.313 -3.82257 RING
160 -108.313 -3.82257 RING
161 -108.313 -3.82257 RING
162 -108.313 -3.82257 RING
163 -108.313 -3.82257 RING
164 -108.313 -3.82257 RING
165 -108.313 -3.82257 RING
166 -108.313 -3.82257 RING
167 -108.313 -3.82257 RING
168 -108.312 -3.82257 RING
169 -108.312 -3.82257 RING
170 -108.312 -3.82257 RING
171 -108.312 -3.82257 RING
172 -108.312 -3.82257 RING
173 -108.312 -3.82257 RING
174 -108.312 -3.82257 RING
175 -108.312 -3.82257 RING
176 -108.312 -3.82257 RING
177 -108.312 -3.82257 RING
178 -108.312 -3.82257 RING
179 -108.312 -3.82257 RING
180 -108.312 -3.82257 RING
181 -108.312 -3.82257 RING
182 -108.312 -3.82257 RING
183 -108.312 -3.82257 RING
184 -108.312 -3.82257 RING
185 -108.312 -3.82257 RING
186 -108.312 -3.82257 RING
187 -108.312 -3.82257 RING
188 -108.312 -3.82257 RING
189 -108.312 -3.82257 RING
190 -108.312 -3.82257 RING
191 -108.312 -3.82257 RING
192 -108.312 -3.82257 RING
193 -108.312 -3.82257 RING
194 -108.312 -3.82257 RING
195 -108.312 -3.82257 RING
196 -108.312 -3.82257 RING
197 -108.312 -3.82257 RING
198 -108.313 -3.82257 RING
199 -108.313 -3.82257 RING
200 -108.313 -3.82257 RING
201 -108.313 -3.82257 RING
202 -108.313 -3.82257 RING
203 -108.313 -3.82257 RING
204 -108.313 -3.82257 RING
205 -108.313 -3.82257 RING
206 -108.313 -3.82257 RING
207 -108.313 -3.82257 RING
208 -108.313 -3.82257 RING
209 -108.313 -3.82257 RING
210 -108.312 -3.82257 RING
211 -108.312 -3.82257 RING
212 -108.312 -3.82257 RING
213 -108.312 -3.82257 RING
214 -108.312 -3.82257 RING
